f_has_spouse_features-INV_LENGTHS_[22_12]	4.17174
f_has_spouse_features-LENGTHS_[22_12]	3.99924
f_has_spouse_features-INV_LENGTHS_[12_22]	3.85107
f_has_spouse_features-LENGTHS_[12_22]	3.26981
f_has_spouse_features-LENGTHS_[14_12]	2.70827
f_has_spouse_features-INV_LENGTHS_[14_12]	2.64054
f_has_spouse_symmetry-	2.43528
f_has_spouse_features-INV_LENGTHS_[12_14]	2.29766
f_has_spouse_features-LENGTHS_[15_11]	2.15724
f_has_spouse_features-LENGTHS_[16_14]	2.01925
f_has_spouse_features-LENGTHS_[10_12]	2.01349
f_has_spouse_features-NGRAM_1_[marry]	1.99972
f_has_spouse_features-NGRAM_1_[wife]	1.95457
f_has_spouse_features-LENGTHS_[12_11]	1.87393
f_has_spouse_features-LEMMA_SEQ_[and]	1.65318
f_has_spouse_features-WORD_SEQ_[and]	1.65318
f_has_spouse_features-LENGTHS_[11_12]	1.60701
f_has_spouse_features-INV_LENGTHS_[12_10]	1.59491
f_has_spouse_features-INV_LENGTHS_[16_14]	1.57797
f_has_spouse_features-INV_LENGTHS_[14_13]	1.57565
f_has_spouse_features-INV_BETW_L_[nsubj nsubj]	1.57563
f_has_spouse_features-INV_LENGTHS_[11_13]	1.56438
f_has_spouse_features-LENGTHS_[11_15]	1.54214
f_has_spouse_features-INV_LENGTHS_[11_12]	1.53927
f_has_spouse_features-LENGTHS_[10_11]	1.53726
f_has_spouse_features-LENGTHS_[12_14]	1.53166
f_has_spouse_features-INV_NGRAM_2_[wife of]	1.49069
f_has_spouse_features-INV_LENGTHS_[11_9]	1.47815
f_has_spouse_features-INV_LENGTHS_[14_16]	1.42085
f_has_spouse_features-INV_NGRAM_1_[wife]	1.3988
f_has_spouse_features-NGRAM_2_[marry to]	1.33721
f_has_spouse_features-NER_SEQ_[O O O O O O]	1.33189
f_has_spouse_features-LENGTHS_[11_11]	1.33022
f_has_spouse_features-LENGTHS_[12_10]	1.30958
f_has_spouse_features-INV_WORD_SEQ_[and]	1.30862
f_has_spouse_features-INV_LEMMA_SEQ_[and]	1.30862
f_has_spouse_features-NGRAM_1_[she]	1.30615
f_has_spouse_features-LENGTHS_[9_11]	1.29179
f_has_spouse_features-NGRAM_1_[-lrb-]	1.27618
f_has_spouse_features-INV_LENGTHS_[10_14]	1.27496
f_has_spouse_features-INV_NGRAM_1_[actress]	1.27419
f_has_spouse_features-POS_SEQ_[CC PRP$ NN ,]	1.23836
f_has_spouse_features-INV_LENGTHS_[13_12]	1.23836
f_has_spouse_features-LENGTHS_[13_11]	1.20305
f_has_spouse_features-NGRAM_1_[husband]	1.18821
f_has_spouse_features-INV_NGRAM_1_[former]	1.18119
f_has_spouse_features-NGRAM_2_[wife of]	1.16748
f_has_spouse_features-INV_LENGTHS_[12_13]	1.15611
f_has_spouse_features-INV_BETW_D_[prep_of wife appos]	1.14566
f_has_spouse_features-INV_BETW_[prep_of wife appos]	1.14566
f_has_spouse_features-INV_NGRAM_1_[husband]	1.14098
f_has_spouse_features-INV_LENGTHS_[13_11]	1.13659
f_has_spouse_features-POS_SEQ_[CC]	1.13271
f_has_spouse_features-INV_BETW_L_[conj_and conj_and]	1.13144
f_has_spouse_features-BETW_L_[nsubj nsubj]	1.12347
f_has_spouse_features-INV_LENGTHS_[16_11]	1.11234
f_has_spouse_features-LENGTHS_[13_12]	1.10118
f_has_spouse_features-BETW_L_[conj_and conj_and]	1.099
f_has_spouse_features-INV_BETW_L_[prep_of appos]	1.09826
f_has_spouse_features-NGRAM_2_[former President]	1.09389
f_has_spouse_features-INV_NGRAM_1_[Sen.]	1.09152
f_has_spouse_features-INV_LENGTHS_[13_10]	1.08497
f_has_spouse_features-NGRAM_2_[, the]	1.08019
f_has_spouse_features-LENGTHS_[12_12]	1.07201
f_has_spouse_features-NGRAM_1_[widower]	1.06605
f_has_spouse_features-LENGTHS_[14_16]	1.05474
f_has_spouse_features-NGRAM_1_[actress]	1.03907
f_has_spouse_features-INV_LENGTHS_[14_10]	1.02297
f_has_spouse_features-NER_SEQ_[O]	1.01733
f_has_spouse_features-WORD_SEQ_[and his wife ,]	1.00192
f_has_spouse_features-LEMMA_SEQ_[and he wife ,]	1.00192
f_has_spouse_features-INV_LENGTHS_[15_11]	0.995455
f_has_spouse_features-INV_LENGTHS_[16_12]	0.994017
f_has_spouse_features-INV_LENGTHS_[11_10]	0.989682
f_has_spouse_features-INV_NGRAM_1_[widower]	0.986524
f_has_spouse_features-LEMMA_L_1_R_1_[actor]_[.]	0.981053
f_has_spouse_features-LEMMA_L_1_R_1_[:]_['s]	0.975422
f_has_spouse_features-INV_LENGTHS_[12_11]	0.962107
f_has_spouse_features-NGRAM_1_[new]	0.946703
f_has_spouse_features-NER_L_3_R_1_[LOCATION O O]_[O]	0.938982
f_has_spouse_features-NGRAM_2_[wife ,]	0.90812
f_has_spouse_features-INV_LENGTHS_[15_13]	0.905761
f_has_spouse_features-INV_NGRAM_1_[he]	0.905162
f_has_spouse_features-NGRAM_3_[the wife of]	0.904218
f_has_spouse_features-NGRAM_2_[the wife]	0.904218
f_has_spouse_features-LEMMA_L_1_R_1_[:]_[,]	0.901893
f_has_spouse_features-LENGTHS_[12_13]	0.899649
f_has_spouse_features-INV_NGRAM_2_[he be]	0.896508
f_has_spouse_features-INV_LENGTHS_[12_12]	0.888711
f_has_spouse_features-INV_NGRAM_1_[marry]	0.885396
f_has_spouse_features-INV_NGRAM_2_[marry to]	0.880152
f_has_spouse_features-LEMMA_L_1_R_1_[,]_[and]	0.872785
f_has_spouse_features-INV_NGRAM_2_[former President]	0.865802
f_has_spouse_features-LENGTHS_[11_16]	0.861933
f_has_spouse_features-INV_LEMMA_L_1_R_1_[and]_[.]	0.855081
f_has_spouse_features-NER_SEQ_[O O O O O O O O O]	0.852639
f_has_spouse_features-NGRAM_2_[the widower]	0.847241
f_has_spouse_features-NGRAM_2_[widower of]	0.847241
f_has_spouse_features-NGRAM_3_[the widower of]	0.847241
f_has_spouse_features-NGRAM_3_[, the widower]	0.847241
