relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
95331@90_10-95331@90_0,95331@90,Robert P. Koch-C. Dorothy Bush,,0.91,"{C.,Dorothy,Bush,wed,her,second,husband,"","",Democratic,lobbyist,Robert,P.,Koch,"","",in,a,private,ceremony,at,Camp,David,on,June,26,"","",1992,--,the,only,couple,to,be,married,at,the,presidential,retreat,.}",10,3,0,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[husband],INV_KW_IND_[married],INV_LENGTHS_[2_3],INV_NGRAM_1_[she]}","{-1.73068,-1.55347,1.2435,1.1142,1.03189,0.904792}"
AFP_ENG_20080301.0128.LDC2009T13_87_17-AFP_ENG_20080301.0128.LDC2009T13_87_27,AFP_ENG_20080301.0128.LDC2009T13_87,Heather Mills-Paul McCartney,t,0.978,"{But,a,minority,of,the,traveling,support,was,not,so,sympathetic,"","",comparing,the,player,to,amputee,Heather,Mills,"","",the,estranged,wife,of,pop,legend,Sir,Paul,McCartney,.}",17,2,27,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
APW_ENG_20071211.0496.LDC2009T13_40_7-APW_ENG_20071211.0496.LDC2009T13_40_0,APW_ENG_20071211.0496.LDC2009T13_40,Eliot Spitzer-Silda Wall Spitzer,t,0.976,"{Silda,Wall,Spitzer,"","",wife,of,Gov.,Eliot,Spitzer,"","",joined,hundreds,of,public,school,children,on,Monday,to,unveil,a,mass,of,US$,1,million,-LRB-,euro680,"",000"",-RRB-,in,pennies,collected,for,charity,.}",7,2,0,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_3],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,1.03189,0.781621}"
AFP_ENG_20081207.0398.LDC2009T13_573_15-AFP_ENG_20081207.0398.LDC2009T13_573_5,AFP_ENG_20081207.0398.LDC2009T13_573,Benazir Bhutto-Asif Ali Zardari,t,0.948,"{-,The,Pakistani,parliament,elects,Asif,Ali,Zardari,"","",the,widower,of,the,slain,politician,Benazir,Bhutto,"","",as,the,country,'s,new,president,.}",15,2,5,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[widower],INV_LENGTHS_[2_3],""INV_NGRAM_2_[widower of]"",""INV_NGRAM_2_[the widower]""}","{-1.73068,-1.55347,1.43559,1.03189,0.971288,0.537779}"
NYT_ENG_20080721.0227.LDC2009T13_202_42-NYT_ENG_20080721.0227.LDC2009T13_202_34,NYT_ENG_20080721.0227.LDC2009T13_202,John Kerry-Teresa Heinz Kerry,,0.974,"{To,deal,with,this,"","",Michelle,Obama,has,a,new,chief,of,staff,and,a,widening,complement,of,aides,--,a,broader,support,network,than,Clinton,enjoyed,during,her,husband,'s,campaigns,"","",or,Teresa,Heinz,Kerry,"","",the,wife,of,Sen.,John,Kerry,"","",in,2004,.}",42,2,34,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_3],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,1.03189,0.781621}"
eng-WL-11-174592-12942246_11_18-eng-WL-11-174592-12942246_11_27,eng-WL-11-174592-12942246_11,Katie Holmes-Tom Cruise,t,0.912,"{British,tabloid,The,Sun,has,revealed,in,the,``,Bizarre,'',section,of,their,website,that,Hollywood,actress,Katie,Holmes,who,gave,birth,to,her,and,husband,Tom,Cruise,'s,child,Suri,in,April,of,last,year,is,pregnant,again,.}",18,2,27,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[husband],KW_IND_[married],NGRAM_1_[she],LENGTHS_[2_2],W_NER_L_1_R_1_[TITLE]_[O]}","{-2.82352,1.26825,1.03371,0.921399,0.718423,-0.583471}"
eng-WL-11-174611-12973545_17_2-eng-WL-11-174611-12973545_17_9,eng-WL-11-174611-12973545_17,Linda McMahon-Vince McMahon,t,0.976,"{WWE,CEO,Linda,McMahon,"","",wife,of,pro-wrestling,mogul,Vince,McMahon,"","",has,announced,her,candidacy,to,unseat,Sen.,Chris,Dodd,in,Connecticut,.}",2,2,9,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
AFP_ENG_20070713.0200.LDC2009T13_564_16-AFP_ENG_20070713.0200.LDC2009T13_564_20,AFP_ENG_20070713.0200.LDC2009T13_564,Tom Cruise-Katie Holmes,t,0.912,"{The,couple,are,used,to,mixing,in,the,A-list,stratosphere,and,are,close,friends,with,actor,Tom,Cruise,and,wife,Katie,Holmes,"","",who,live,close,to,the,22,million,dollar,Bel,Air,mansion,that,the,Beckhams,will,be,calling,home,.}",16,2,20,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""POS_SEQ_[CC NN]"",LENGTHS_[2_2],""NER_SEQ_[O O]""}","{-2.82352,1.36327,1.03371,0.891615,0.718423,0.585631}"
106205@43_3-106205@43_5,106205@43,Aspinall-Suzy Ornstein,,0.904,"{In,1968,"","",Aspinall,married,Suzy,Ornstein,"","",whose,father,"","",George,``,Bud,'',Ornstein,"","",was,head,of,European,production,for,United,Artists,"","",the,company,for,which,the,Beatles,made,the,films,``,A,Hard,Day,'s,Night,"","",'',``,Help,!,''}",3,1,5,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[marry],KW_IND_[married],NER_SEQ_[O],W_NER_L_1_R_1_[O]_[O],KW_D_[nsubj]_[dobj]}","{-2.82352,1.27492,1.03371,0.428218,-0.343069,0.339688}"
NYT_ENG_20080902.0134.LDC2009T13_624_27-NYT_ENG_20080902.0134.LDC2009T13_624_20,NYT_ENG_20080902.0134.LDC2009T13_624,John McCain-Cindy McCain,t,0.968,"{Sen.,Joseph,R.,Biden,Jr.,"","",the,Democratic,nominee,for,vice,president,"","",visited,Saakashvili,last,month,"","",as,did,Cindy,McCain,"","",the,wife,of,Sen.,John,McCain,"","",the,presumptive,Republican,nominee,.}",27,2,20,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_2],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,0.903033,0.781621}"
APW_ENG_20070109.0784.LDC2009T13_155_0-APW_ENG_20070109.0784.LDC2009T13_155_5,APW_ENG_20070109.0784.LDC2009T13_155,Madonna-Guy Ritchie,t,0.91,"{Madonna,and,her,filmmaker,husband,Guy,Ritchie,are,adopting,a,1,-,year-old,Malawian,boy,"","",David,Banda,"","",and,he,joined,her,two,children,"","",Lourdes,and,Rocco,"","",in,Britain,in,October,.}",0,1,5,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[husband],KW_IND_[married],NGRAM_1_[she],""NER_SEQ_[O O O O]"",NGRAM_1_[and]}","{-2.82352,1.26825,1.03371,0.921399,0.510383,-0.381354}"
103534@7_15-103534@7_4,103534@7,Eliot Spitzer-Silda Wall Spitzer,t,0.932,"{This,time,it,'s,Silda,Wall,Spitzer,"","",wife,of,New,York,'s,Democratic,Gov.,Eliot,Spitzer,"","",on,Monday,afternoon,"","",wearing,pearls,and,looking,down,.}",15,2,4,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_3],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,1.03189,0.781621}"
AFP_ENG_20080106.0233.LDC2009T13_7_16-AFP_ENG_20080106.0233.LDC2009T13_7_2,AFP_ENG_20080106.0233.LDC2009T13_7,Carla Bruni-Nicolas Sarkozy,t,0.994,"{French,President,Nicolas,Sarkozy,is,to,marry,his,new,girlfriend,"","",the,former,model,turned,singer,Carla,Bruni,"","",a,French,newspaper,reported,Sunday,"","",claiming,a,wedding,was,``,imminent,'',.}",16,2,2,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[girlfriend],INV_NGRAM_1_[marry],INV_KW_IND_[married],INV_LENGTHS_[2_3]}","{-1.73068,-1.55347,1.5276,1.21759,1.1142,1.03189}"
NYT_ENG_20070825.0087.LDC2009T13_174_0-NYT_ENG_20070825.0087.LDC2009T13_174_7,NYT_ENG_20070825.0087.LDC2009T13_174,Michelle Obama-Barack Obama,t,0.924,"{Michelle,Obama,"","",the,wife,of,Sen.,Barack,Obama,"","",D-Ill.,"","",discovered,this,last,week,"","",if,not,before,"","",when,news,reports,truncated,a,comment,she,made,about,keeping,one,'s,house,in,order,.}",0,2,7,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
XIN_ENG_20080315.0217.LDC2009T13_428_0-XIN_ENG_20080315.0217.LDC2009T13_428_5,XIN_ENG_20080315.0217.LDC2009T13_428,Lien Fang-yu-Lien Chan,,0.968,"{Lien,Fang-yu,"","",wife,of,Lien,Chan,"","",only,met,Hu,Jintao,three,times,when,she,accompanied,her,husband,to,the,mainland,"","",but,she,might,have,given,one,of,the,most,accurate,descriptions,of,Hu,'s,personality,.}",0,2,5,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",""BETW_[appos wife prep_of]""}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.662793}"
AFP_ENG_20070303.0108.LDC2009T13_9_10-AFP_ENG_20070303.0108.LDC2009T13_9_4,AFP_ENG_20070303.0108.LDC2009T13_9,Arun Nayar-Elizabeth Hurley,t,0.954,"{British,model,and,actress,Elizabeth,Hurley,married,the,Indian,businessman,Arun,Nayar,in,a,private,ceremony,one,day,ahead,of,a,star-studded,event,to,be,held,in,a,country,castle,on,Saturday,.}",10,2,4,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[marry],INV_KW_IND_[married],INV_LENGTHS_[2_3],INV_W_NER_L_1_R_1_[TITLE]_[O]}","{-1.73068,-1.55347,1.21759,1.1142,1.03189,-0.387673}"
eng-WL-11-174598-12965426_1070_3-eng-WL-11-174598-12965426_1070_16,eng-WL-11-174598-12965426_1070,Gena Lee Nolin-Cale Hulse,t,0.932,"{Former,Baywatch,star,Gena,Lee,Nolin,has,given,birth,to,her,second,child,with,her,husband,Cale,Hulse,.}",3,3,16,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[husband],KW_IND_[married],NGRAM_1_[she],LENGTHS_[2_2],W_NER_L_1_R_1_[O]_[O]}","{-2.82352,1.26825,1.03371,0.921399,0.718423,-0.343069}"
APW_ENG_20070802.1108.LDC2009T13_18_6-APW_ENG_20070802.1108.LDC2009T13_18_0,APW_ENG_20070802.1108.LDC2009T13_18,Caroline Fentress-Chris O'Donnell,t,0.934,"{Chris,O'Donnell,and,his,wife,"","",Caroline,Fentress,"","",are,expecting,their,fifth,child,.}",6,2,0,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[3_3],""INV_NER_SEQ_[O O O O]""}","{-1.73068,-1.55347,1.45089,1.1142,0.732062,0.525749}"
APW_ENG_20070713.1325.LDC2009T13_396_0-APW_ENG_20070713.1325.LDC2009T13_396_8,APW_ENG_20070713.1325.LDC2009T13_396,Eleanor Roosevelt-Franklin D. Roosevelt,t,0.906,"{Eleanor,Roosevelt,was,the,wife,of,former,President,Franklin,D.,Roosevelt,"","",and,was,known,for,her,promotion,of,social,welfare,programs,during,the,Depression,and,of,civil,rights,.}",0,2,8,3,3,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""NGRAM_2_[former President]"",""NGRAM_2_[wife of]"",NGRAM_1_[President]}","{-2.82352,1.36327,1.03371,0.93647,0.728822,-0.614742}"
118238@12_8-118238@12_17,118238@12,Teresa Heinz Kerry-John Kerry,,0.958,"{During,the,2004,presidential,campaign,"","",we,urged,Teresa,Heinz,Kerry,"","",the,wealthy,wife,of,Sen.,John,Kerry,"","",to,release,her,tax,returns,.}",8,3,17,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],LENGTHS_[3_2],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]""}","{-2.82352,1.36327,1.03371,0.977436,0.764251,0.728822}"
eng-WL-11-174643-13000356_177_4-eng-WL-11-174643-13000356_177_6,eng-WL-11-174643-13000356_177,Widmark-Susan Blanchard,,0.908,"{In,September,1999,"","",Widmark,married,Susan,Blanchard,"","",who,earlier,was,Henry,Fonda,'s,third,wife,.}",4,1,6,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[marry],KW_IND_[married],NER_SEQ_[O],W_NER_L_1_R_1_[O]_[O],""BETW_[nsubj marry dobj]""}","{-2.82352,1.27492,1.03371,0.428218,-0.343069,0.339688}"
APW_ENG_20080114.1133.LDC2009T13_17_26-APW_ENG_20080114.1133.LDC2009T13_17_0,APW_ENG_20080114.1133.LDC2009T13_17,Kevin Federline-Britney Spears,t,0.982,"{Britney,Spears,was,nowhere,to,be,seen,Monday,as,a,court,hearing,in,Los,Angeles,convened,in,the,pop,star,'s,child,custody,battle,with,ex-husband,Kevin,Federline,.}",26,2,0,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[ex-husband],INV_LENGTHS_[3_2],INV_W_LEMMA_L_1_R_1_[.]_[.],INV_NGRAM_1_[custody]}","{-1.73068,-1.55347,1.42294,1.02046,0.914383,0.679681}"
APW_ENG_20071108.0476.LDC2009T13_13_0-APW_ENG_20071108.0476.LDC2009T13_13_11,APW_ENG_20071108.0476.LDC2009T13_13,Jennifer Lopez-Marc Anthony,t,0.918,"{Jennifer,Lopez,told,Miami,concertgoers,Wednesday,night,that,she,and,husband,Marc,Anthony,have,a,baby,on,the,way,.}",0,2,11,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[husband],KW_IND_[married],NGRAM_1_[she],LENGTHS_[2_2],""NGRAM_2_[she and]""}","{-2.82352,1.26825,1.03371,0.921399,0.718423,0.475023}"
LTW_ENG_20071014.0026.LDC2009T13_75_7-LTW_ENG_20071014.0026.LDC2009T13_75_0,LTW_ENG_20071014.0026.LDC2009T13_75,Tom Harkin-Ruth Harkin,t,0.94,"{Ruth,Harkin,"","",wife,of,Iowa,Sen.,Tom,Harkin,"","",took,the,microphone,and,roused,the,audience,"","",saying,the,``,first,woman,president,of,the,United,States,'',was,on,her,way,.}",7,2,0,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[2_2],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,0.903033,0.781621}"
AFP_ENG_20080910.0264.LDC2009T13_10_2-AFP_ENG_20080910.0264.LDC2009T13_10_7,AFP_ENG_20080910.0264.LDC2009T13_10,Nicolas Sarkozy-Carla Bruni,t,0.934,"{French,President,Nicolas,Sarkozy,and,his,wife,Carla,Bruni,will,welcome,Pope,Benedict,XVI,at,the,airport,when,he,arrives,in,France,on,Friday,for,his,first,visit,"","",the,presidency,said,.}",2,2,7,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],LENGTHS_[3_2],W_NER_L_1_R_1_[TITLE]_[O],""NER_SEQ_[O O O]""}","{-2.82352,1.36327,1.03371,0.977436,-0.583471,0.468502}"
AFP_ENG_20080115.0081.LDC2009T13_48_38-AFP_ENG_20080115.0081.LDC2009T13_48_44,AFP_ENG_20080115.0081.LDC2009T13_48,Lisa del Giocondo-Francesco del Giocondo,t,0.986,"{Veit,Probst,said,that,according,to,notes,by,a,Florentine,official,"","",Agostino,Vespucci,"","",in,a,book,found,in,the,library,"","",the,woman,with,the,enigmatic,smile,in,arguably,the,world,'s,most,famous,painting,was,Lisa,del,Giocondo,"","",wife,of,Francesco,del,Giocondo,.}",38,3,44,3,3,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",""BETW_[appos wife prep_of]""}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.662793}"
APW_ENG_20070104.1581.LDC2009T13_345_2-APW_ENG_20070104.1581.LDC2009T13_345_13,APW_ENG_20070104.1581.LDC2009T13_345,Bill Clinton-Hillary Rodham Clinton,t,0.954,"{Former,President,Bill,Clinton,watched,from,the,gallery,as,his,wife,"","",Sen.,Hillary,Rodham,Clinton,"","",was,sworn,in,for,a,second,term,from,New,York,.}",2,2,13,3,3,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],LENGTHS_[2_4],KW_IND_[married],W_NER_L_1_R_1_[TITLE]_[O],""NGRAM_1_[,]""}","{-2.82352,1.36327,1.13384,1.03371,-0.583471,-0.498875}"
AFP_ENG_20080828.0452.LDC2009T13_118_9-AFP_ENG_20080828.0452.LDC2009T13_118_18,AFP_ENG_20080828.0452.LDC2009T13_118,Asif Ali Zardari-Benazir Bhutto,t,0.944,"{A,group,of,angry,lawyers,tore,down,posters,of,Asif,Ali,Zardari,"","",the,widower,of,slain,ex-premier,Benazir,Bhutto,and,a,leading,presidential,candidate,to,succeed,Musharraf,in,a,September,6,election,.}",9,3,18,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[widower],LENGTHS_[3_2],""NGRAM_2_[widower of]"",""NGRAM_1_[,]"",""NGRAM_2_[the widower]""}","{-2.82352,1.37889,0.977436,0.929836,-0.498875,0.488794}"
AFP_ENG_20080308.0118.LDC2009T13_458_5-AFP_ENG_20080308.0118.LDC2009T13_458_23,AFP_ENG_20080308.0118.LDC2009T13_458,Aung San Suu Kyi-Michael Aris,t,0.916,"{The,new,constitution,would,bar,Aung,San,Suu,Kyi,from,future,elections,because,of,her,marriage,to,a,foreigner,"","",the,late,Briton,Michael,Aris,.}",5,4,23,2,2,"{STARTS_WITH_CAPITAL_[True_True],LENGTHS_[3_2],NGRAM_1_[she],NGRAM_1_[marriage],""NGRAM_2_[marriage to]"",""NGRAM_1_[,]""}","{-2.82352,0.977436,0.921399,0.824706,0.668111,-0.498875}"
NYT_ENG_20070102.0281.LDC2009T13_363_29-NYT_ENG_20070102.0281.LDC2009T13_363_21,NYT_ENG_20070102.0281.LDC2009T13_363,Ronald Reagan-Nancy Reagan,t,0.93,"{The,funeral,was,attended,by,President,Bush,;,his,father,"","",former,President,Bush,;,former,presidents,Carter,and,Clinton,;,Nancy,Reagan,"","",the,widow,of,former,President,Ronald,Reagan,;,and,hundreds,of,other,world,and,national,leaders,.}",29,2,21,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_KW_IND_[married],""INV_NGRAM_2_[former President]"",INV_LENGTHS_[2_2],INV_NGRAM_1_[widow]}","{-1.73068,-1.55347,1.1142,0.905551,0.903033,0.836963}"
NYT_ENG_20080825.0168.LDC2009T13_288_14-NYT_ENG_20080825.0168.LDC2009T13_288_21,NYT_ENG_20080825.0168.LDC2009T13_288,Cindy McCain-John McCain,t,0.92,"{Biden,had,just,traveled,to,Tbilisi,to,show,solidarity,with,the,Georgians,"","",and,Cindy,McCain,"","",the,wife,of,Sen.,John,McCain,"","",the,presumptive,Republican,nominee,"","",made,an,unannounced,trip,there,on,Monday,as,part,of,a,humanitarian,mission,.}",14,2,21,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[wife],KW_IND_[married],""BETW_D_[appos DICT_married prep_of]"",""NGRAM_2_[wife of]"",LENGTHS_[2_2]}","{-2.82352,1.36327,1.03371,0.764251,0.728822,0.718423}"
NYT_ENG_20071014.0045.LDC2009T13_25_22-NYT_ENG_20071014.0045.LDC2009T13_25_14,NYT_ENG_20071014.0045.LDC2009T13_25,George Harrison-Pattie Boyd,t,0.954,"{At,some,point,in,the,late,1960s,"","",Eric,Clapton,fell,in,love,with,Pattie,Boyd,"","",wife,of,his,close,friend,George,Harrison,.}",22,2,14,2,2,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],INV_LENGTHS_[3_2],""INV_NGRAM_2_[wife of]""}","{-1.73068,-1.55347,1.45089,1.1142,1.02046,0.781621}"
APW_ENG_20080826.0572.LDC2009T13_127_38-APW_ENG_20080826.0572.LDC2009T13_127_29,APW_ENG_20080826.0572.LDC2009T13_127,Benazir Bhutto-Asif Ali Zardari,t,0.94,"{The,brazen,attack,came,hours,after,the,collapse,of,the,ruling,coalition,that,drove,U.S.,ally,Pervez,Musharraf,from,the,presidency,one,week,ago,"","",throwing,more,power,to,Asif,Ali,Zardari,"","",the,widower,of,assassinated,ex-leader,Benazir,Bhutto,.}",38,2,29,3,3,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[widower],INV_LENGTHS_[2_3],""INV_NGRAM_2_[widower of]"",""INV_NGRAM_2_[the widower]""}","{-1.73068,-1.55347,1.43559,1.03189,0.971288,0.537779}"
AFP_ENG_20081016.0554.LDC2009T13_661_0-AFP_ENG_20081016.0554.LDC2009T13_661_16,AFP_ENG_20081016.0554.LDC2009T13_661,Madonna-Sean Penn.,,0.978,"{Madonna,--,her,full,name,is,Madonna,Louise,Ciccone,--,was,previously,married,to,US,actor,Sean,Penn.,.}",0,1,16,2,2,"{STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[marry],KW_IND_[married],NGRAM_1_[she],W_LEMMA_L_1_R_1_[.]_[.],""NGRAM_2_[marry to]""}","{-2.82352,1.27492,1.03371,0.921399,0.908862,0.437279}"
LTW_ENG_20070814.0129.LDC2009T13_175_13-LTW_ENG_20070814.0129.LDC2009T13_175_4,LTW_ENG_20070814.0129.LDC2009T13_175,Oscar de la Renta-Annette de la Renta,t,0.946,"{The,new,guardians,became,Annette,de,la,Renta,"","",wife,of,fashion,designer,Oscar,de,la,Renta,"","",and,JP,Morgan,Chase,bank,.}",13,4,4,4,4,"{IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_NGRAM_1_[wife],INV_KW_IND_[married],""INV_NGRAM_2_[wife of]"",""INV_BETW_D_[prep_of DICT_married appos]""}","{-1.73068,-1.55347,1.45089,1.1142,0.781621,0.762401}"
